Sno,Customerid,Response,Followup,Channeltype,mail,email,phone,Notes,
2864,381,0,1,3,0,0,1,,
2865,310,1,1,3,0,0,1,,
2866,3240,1,1,2,0,1,0,,
2867,1429,0,1,1,1,0,0,,
2868,4025,1,1,1,1,0,0,,
2869,3639,0,1,3,0,0,1,,
2870,1581,0,1,1,1,0,0,,
2871,4547,1,1,2,0,1,0,,
2872,4770,0,1,1,1,0,0,,
2873,4363,0,1,2,0,1,0,,
2874,1602,1,1,3,0,0,1,,
2875,2853,0,1,1,1,0,0,,
2876,1522,1,1,3,0,0,1,,
2877,2637,0,1,3,0,0,1,,
2878,3746,0,1,1,1,0,0,,
2879,3052,1,1,3,0,0,1,,
2880,4397,0,1,1,1,0,0,,
2881,3201,0,1,1,1,0,0,,
2882,556,0,1,3,0,0,1,,
2883,2098,0,1,1,1,0,0,,
2884,3485,0,1,1,1,0,0,,
2885,881,1,1,2,0,1,0,,
2886,125,1,1,3,0,0,1,,
2887,1897,0,1,1,1,0,0,,
2888,3408,1,1,3,0,0,1,,
2889,1781,0,1,1,1,0,0,,
2890,3474,1,1,2,0,1,0,,
2891,200,0,1,3,0,0,1,,
2892,3501,0,1,2,0,1,0,,
2893,1478,0,1,1,1,0,0,,
2894,1132,0,1,1,1,0,0,,
2895,1252,1,1,1,1,0,0,,
2896,4195,1,1,2,0,1,0,,
2897,4283,0,1,1,1,0,0,,
2898,2292,1,1,3,0,0,1,,
2899,360,1,1,2,0,1,0,,
2900,10,1,1,2,0,1,0,,
2901,4623,1,1,3,0,0,1,,
2902,4881,0,1,2,0,1,0,,
2903,1950,0,1,3,0,0,1,,
2904,4672,1,1,3,0,0,1,,
2905,2002,1,1,2,0,1,0,,
2906,1843,1,1,3,0,0,1,,
2907,1037,0,1,2,0,1,0,,
2908,2804,0,1,3,0,0,1,,
2909,670,0,1,1,1,0,0,,
2910,1948,0,1,1,1,0,0,,
2911,2675,1,1,1,1,0,0,,
2912,3368,1,1,2,0,1,0,,
2913,1875,1,1,3,0,0,1,,
2914,3688,0,1,1,1,0,0,,
2915,1254,0,1,1,1,0,0,,
2916,3503,1,1,3,0,0,1,,
2917,4602,1,1,1,1,0,0,,
2918,3941,1,1,2,0,1,0,,
2919,3032,1,1,2,0,1,0,,
2920,1665,1,1,3,0,0,1,,
2921,2398,0,1,2,0,1,0,,
2922,3469,0,1,2,0,1,0,,
2923,3443,1,1,3,0,0,1,,
2924,3207,1,1,1,1,0,0,,
2925,153,1,1,3,0,0,1,,
2926,681,0,1,3,0,0,1,,
2927,2879,1,1,1,1,0,0,,
2928,126,1,1,3,0,0,1,,
2929,36,0,1,2,0,1,0,,
2930,1535,0,1,3,0,0,1,,
2931,1957,1,1,3,0,0,1,,
2932,655,0,1,3,0,0,1,,
2933,2881,0,1,3,0,0,1,,
2934,4167,0,1,1,1,0,0,,
2935,2410,0,1,1,1,0,0,,
2936,958,0,1,2,0,1,0,,
2937,2481,1,1,1,1,0,0,,
2938,2336,1,1,3,0,0,1,,
2939,2530,0,1,3,0,0,1,,
2940,3591,1,1,2,0,1,0,,
2941,1519,0,1,1,1,0,0,,
2942,2053,0,1,3,0,0,1,,
2943,200,1,1,3,0,0,1,,
2944,783,0,1,2,0,1,0,,
2945,4660,1,1,1,1,0,0,,
2946,3933,0,1,1,1,0,0,,
2947,3429,1,1,2,0,1,0,,
2948,390,1,1,3,0,0,1,,
2949,1460,1,1,2,0,1,0,,
2950,4388,1,1,2,0,1,0,,
2951,3982,0,1,2,0,1,0,,
2952,4635,1,1,1,1,0,0,,
2953,3016,0,1,1,1,0,0,,
2954,4780,1,1,2,0,1,0,,
2955,4476,0,1,3,0,0,1,,
2956,3574,0,1,3,0,0,1,,
2957,1881,0,1,3,0,0,1,,
2958,1086,0,1,1,1,0,0,,
2959,4008,1,1,3,0,0,1,,
2960,1726,1,1,2,0,1,0,,
2961,1668,1,1,1,1,0,0,,
2962,296,1,1,3,0,0,1,,
2963,3791,1,1,1,1,0,0,,
2964,1705,1,1,3,0,0,1,,
2965,201,0,1,2,0,1,0,,
2966,4829,1,1,3,0,0,1,,
2967,4557,0,1,3,0,0,1,,
2968,3974,1,1,2,0,1,0,,
2969,12,1,1,3,0,0,1,,
2970,1986,0,1,3,0,0,1,,
2971,573,1,1,1,1,0,0,,
2972,4856,1,1,1,1,0,0,,
2973,2523,1,1,2,0,1,0,,
2974,2865,0,1,2,0,1,0,,
2975,4211,1,1,1,1,0,0,,
2976,4531,1,1,2,0,1,0,,
2977,396,1,1,2,0,1,0,,
2978,960,0,1,1,1,0,0,,
2979,1836,0,1,3,0,0,1,,
2980,1664,0,1,3,0,0,1,,
2981,2749,0,1,1,1,0,0,,
2982,2877,0,1,2,0,1,0,,
2983,2194,1,1,3,0,0,1,,
2984,218,0,1,2,0,1,0,,
2985,1864,0,1,3,0,0,1,,
2986,508,0,1,1,1,0,0,,
2987,1075,1,1,1,1,0,0,,
2988,2629,1,1,1,1,0,0,,
2989,2391,0,1,2,0,1,0,,
2990,3421,1,1,2,0,1,0,,
2991,1434,0,1,1,1,0,0,,
2992,1165,1,1,2,0,1,0,,
2993,3571,1,1,2,0,1,0,,
2994,335,0,1,3,0,0,1,,
2995,3001,1,1,1,1,0,0,,
2996,2164,0,1,3,0,0,1,,
2997,1727,1,1,3,0,0,1,,
2998,1395,0,1,1,1,0,0,,
2999,323,1,1,1,1,0,0,,
3000,4006,0,1,1,1,0,0,,
3001,901,0,0,0,0,0,0,,
3002,1989,0,0,0,0,0,0,,
3003,1974,0,0,0,0,0,0,,
3004,670,0,0,0,0,0,0,,
3005,1786,0,0,0,0,0,0,,
3006,1199,0,0,0,0,0,0,,
3007,1135,0,0,0,0,0,0,,
3008,1617,0,0,0,0,0,0,,
3009,1670,0,0,0,0,0,0,,
3010,707,0,0,0,0,0,0,,
3011,437,0,0,0,0,0,0,,
3012,1566,0,0,0,0,0,0,,
3013,769,0,0,0,0,0,0,,
3014,557,0,0,0,0,0,0,,
3015,1580,0,0,0,0,0,0,,
3016,1713,0,0,0,0,0,0,,
3017,1802,0,0,0,0,0,0,,
3018,953,0,0,0,0,0,0,,
3019,1774,0,0,0,0,0,0,,
3020,1511,0,0,0,0,0,0,,
3021,1034,0,0,0,0,0,0,,
3022,1111,0,0,0,0,0,0,,
3023,1292,0,0,0,0,0,0,,
3024,1291,0,0,0,0,0,0,,
3025,534,0,0,0,0,0,0,,
3026,387,0,0,0,0,0,0,,
3027,552,0,0,0,0,0,0,,
3028,971,0,0,0,0,0,0,,
3029,533,0,0,0,0,0,0,,
3030,1906,0,0,0,0,0,0,,
3031,828,0,0,0,0,0,0,,
3032,765,0,0,0,0,0,0,,
3033,809,0,0,0,0,0,0,,
3034,1746,0,0,0,0,0,0,,
3035,375,0,0,0,0,0,0,,
3036,307,0,0,0,0,0,0,,
3037,459,0,0,0,0,0,0,,
3038,558,0,0,0,0,0,0,,
3039,745,0,0,0,0,0,0,,
3040,1472,0,0,0,0,0,0,,
3041,12,0,0,0,0,0,0,,
3042,1549,0,0,0,0,0,0,,
3043,464,0,0,0,0,0,0,,
3044,358,0,0,0,0,0,0,,
3045,59,0,0,0,0,0,0,,
3046,230,0,0,0,0,0,0,,
3047,1435,0,0,0,0,0,0,,
3048,77,0,0,0,0,0,0,,
3049,1501,0,0,0,0,0,0,,
3050,1661,0,0,0,0,0,0,,
3051,320,0,0,0,0,0,0,,
3052,761,0,0,0,0,0,0,,
3053,130,0,0,0,0,0,0,,
3054,772,0,0,0,0,0,0,,
3055,996,0,0,0,0,0,0,,
3056,1848,0,0,0,0,0,0,,
3057,1494,0,0,0,0,0,0,,
3058,1570,0,0,0,0,0,0,,
3059,1642,0,0,0,0,0,0,,
3060,1046,0,0,0,0,0,0,,
3061,1358,0,0,0,0,0,0,,
3062,1352,0,0,0,0,0,0,,
3063,1323,0,0,0,0,0,0,,
3064,1254,0,0,0,0,0,0,,
3065,943,0,0,0,0,0,0,,
3066,1398,0,0,0,0,0,0,,
3067,115,0,0,0,0,0,0,,
3068,223,0,0,0,0,0,0,,
3069,584,0,0,0,0,0,0,,
3070,1590,0,0,0,0,0,0,,
3071,689,0,0,0,0,0,0,,
3072,1306,0,0,0,0,0,0,,
3073,1532,0,0,0,0,0,0,,
3074,634,0,0,0,0,0,0,,
3075,876,0,0,0,0,0,0,,
3076,1941,0,0,0,0,0,0,,
3077,108,0,0,0,0,0,0,,
3078,1479,0,0,0,0,0,0,,
3079,1884,0,0,0,0,0,0,,
3080,1992,0,0,0,0,0,0,,
3081,1716,0,0,0,0,0,0,,
3082,234,0,0,0,0,0,0,,
3083,1872,0,0,0,0,0,0,,
3084,1927,0,0,0,0,0,0,,
3085,468,0,0,0,0,0,0,,
3086,1057,0,0,0,0,0,0,,
3087,1864,0,0,0,0,0,0,,
3088,157,0,0,0,0,0,0,,
3089,1694,0,0,0,0,0,0,,
3090,1505,0,0,0,0,0,0,,
3091,446,0,0,0,0,0,0,,
3092,155,0,0,0,0,0,0,,
3093,264,0,0,0,0,0,0,,
3094,1392,0,0,0,0,0,0,,
3095,1630,0,0,0,0,0,0,,
3096,620,0,0,0,0,0,0,,
3097,520,0,0,0,0,0,0,,
3098,624,0,0,0,0,0,0,,
3099,178,0,0,0,0,0,0,,
3100,703,0,0,0,0,0,0,,
3101,1940,0,0,0,0,0,0,,
3102,556,0,0,0,0,0,0,,
3103,1674,0,0,0,0,0,0,,
3104,1735,0,0,0,0,0,0,,
3105,1284,0,0,0,0,0,0,,
3106,949,0,0,0,0,0,0,,
3107,1356,0,0,0,0,0,0,,
3108,1235,0,0,0,0,0,0,,
3109,771,0,0,0,0,0,0,,
3110,1789,0,0,0,0,0,0,,
3111,1503,0,0,0,0,0,0,,
3112,925,0,0,0,0,0,0,,
3113,333,0,0,0,0,0,0,,
3114,1461,0,0,0,0,0,0,,
3115,967,0,0,0,0,0,0,,
3116,1602,0,0,0,0,0,0,,
3117,840,0,0,0,0,0,0,,
3118,515,0,0,0,0,0,0,,
3119,1537,0,0,0,0,0,0,,
3120,1540,0,0,0,0,0,0,,
3121,449,0,0,0,0,0,0,,
3122,133,0,0,0,0,0,0,,
3123,58,0,0,0,0,0,0,,
3124,10,0,0,0,0,0,0,,
3125,674,0,0,0,0,0,0,,
3126,545,0,0,0,0,0,0,,
3127,717,0,0,0,0,0,0,,
3128,256,0,0,0,0,0,0,,
3129,356,0,0,0,0,0,0,,
3130,1960,0,0,0,0,0,0,,
3131,1636,0,0,0,0,0,0,,
3132,25,0,0,0,0,0,0,,
3133,1961,0,0,0,0,0,0,,
3134,1732,0,0,0,0,0,0,,
3135,886,0,0,0,0,0,0,,
3136,1324,0,0,0,0,0,0,,
3137,1984,0,0,0,0,0,0,,
3138,628,0,0,0,0,0,0,,
3139,1777,0,0,0,0,0,0,,
3140,1756,0,0,0,0,0,0,,
3141,116,0,0,0,0,0,0,,
3142,606,0,0,0,0,0,0,,
3143,1229,0,0,0,0,0,0,,
3144,1285,0,0,0,0,0,0,,
3145,1520,0,0,0,0,0,0,,
3146,941,0,0,0,0,0,0,,
3147,1676,0,0,0,0,0,0,,
3148,1720,0,0,0,0,0,0,,
3149,1113,0,0,0,0,0,0,,
3150,1293,0,0,0,0,0,0,,
3151,124,0,0,0,0,0,0,,
3152,562,0,0,0,0,0,0,,
3153,1608,0,0,0,0,0,0,,
3154,661,0,0,0,0,0,0,,
3155,2000,0,0,0,0,0,0,,
3156,149,0,0,0,0,0,0,,
3157,1390,0,0,0,0,0,0,,
3158,1114,0,0,0,0,0,0,,
3159,883,0,0,0,0,0,0,,
3160,1318,0,0,0,0,0,0,,
3161,1609,0,0,0,0,0,0,,
3162,1141,0,0,0,0,0,0,,
3163,570,0,0,0,0,0,0,,
3164,710,0,0,0,0,0,0,,
3165,1559,0,0,0,0,0,0,,
3166,329,0,0,0,0,0,0,,
3167,1793,0,0,0,0,0,0,,
3168,1610,0,0,0,0,0,0,,
3169,1798,0,0,0,0,0,0,,
3170,380,0,0,0,0,0,0,,
3171,1445,0,0,0,0,0,0,,
3172,1160,0,0,0,0,0,0,,
3173,185,0,0,0,0,0,0,,
3174,160,0,0,0,0,0,0,,
3175,822,0,0,0,0,0,0,,
3176,408,0,0,0,0,0,0,,
3177,1473,0,0,0,0,0,0,,
3178,315,0,0,0,0,0,0,,
3179,1446,0,0,0,0,0,0,,
3180,683,0,0,0,0,0,0,,
3181,524,0,0,0,0,0,0,,
3182,1374,0,0,0,0,0,0,,
3183,1317,0,0,0,0,0,0,,
3184,1315,0,0,0,0,0,0,,
3185,400,0,0,0,0,0,0,,
3186,1359,0,0,0,0,0,0,,
3187,493,0,0,0,0,0,0,,
3188,1360,0,0,0,0,0,0,,
3189,482,0,0,0,0,0,0,,
3190,1007,0,0,0,0,0,0,,
3191,353,0,0,0,0,0,0,,
3192,360,0,0,0,0,0,0,,
3193,1202,0,0,0,0,0,0,,
3194,132,0,0,0,0,0,0,,
3195,96,0,0,0,0,0,0,,
3196,284,0,0,0,0,0,0,,
3197,587,0,0,0,0,0,0,,
3198,1653,0,0,0,0,0,0,,
3199,1508,0,0,0,0,0,0,,
3200,510,0,0,0,0,0,0,,
3201,494,0,0,0,0,0,0,,
3202,1336,0,0,0,0,0,0,,
3203,1887,0,0,0,0,0,0,,
3204,884,0,0,0,0,0,0,,
3205,259,0,0,0,0,0,0,,
3206,37,0,0,0,0,0,0,,
3207,101,0,0,0,0,0,0,,
3208,1009,0,0,0,0,0,0,,
3209,1558,0,0,0,0,0,0,,
3210,103,0,0,0,0,0,0,,
3211,1088,0,0,0,0,0,0,,
3212,1672,0,0,0,0,0,0,,
3213,1855,0,0,0,0,0,0,,
3214,607,0,0,0,0,0,0,,
3215,640,0,0,0,0,0,0,,
3216,1362,0,0,0,0,0,0,,
3217,362,0,0,0,0,0,0,,
3218,161,0,0,0,0,0,0,,
3219,319,0,0,0,0,0,0,,
3220,1556,0,0,0,0,0,0,,
3221,672,0,0,0,0,0,0,,
3222,1830,0,0,0,0,0,0,,
3223,281,0,0,0,0,0,0,,
3224,60,0,0,0,0,0,0,,
3225,1349,0,0,0,0,0,0,,
3226,239,0,0,0,0,0,0,,
3227,506,0,0,0,0,0,0,,
3228,509,0,0,0,0,0,0,,
3229,681,0,0,0,0,0,0,,
3230,255,0,0,0,0,0,0,,
3231,1573,0,0,0,0,0,0,,
3232,749,0,0,0,0,0,0,,
3233,1593,0,0,0,0,0,0,,
3234,647,0,0,0,0,0,0,,
3235,1200,0,0,0,0,0,0,,
3236,90,0,0,0,0,0,0,,
3237,126,0,0,0,0,0,0,,
3238,564,0,0,0,0,0,0,,
3239,636,0,0,0,0,0,0,,
3240,1311,0,0,0,0,0,0,,
3241,171,0,0,0,0,0,0,,
3242,635,0,0,0,0,0,0,,
3243,127,0,0,0,0,0,0,,
3244,1821,0,0,0,0,0,0,,
3245,227,0,0,0,0,0,0,,
3246,209,0,0,0,0,0,0,,
3247,1372,0,0,0,0,0,0,,
3248,1907,0,0,0,0,0,0,,
3249,1656,0,0,0,0,0,0,,
3250,1781,0,0,0,0,0,0,,
3251,874,0,0,0,0,0,0,,
3252,1933,0,0,0,0,0,0,,
3253,1288,0,0,0,0,0,0,,
3254,1383,0,0,0,0,0,0,,
3255,1843,0,0,0,0,0,0,,
3256,1117,0,0,0,0,0,0,,
3257,1770,0,0,0,0,0,0,,
3258,907,0,0,0,0,0,0,,
3259,451,0,0,0,0,0,0,,
3260,1966,0,0,0,0,0,0,,
3261,966,0,0,0,0,0,0,,
3262,1604,0,0,0,0,0,0,,
3263,1010,0,0,0,0,0,0,,
3264,1875,0,0,0,0,0,0,,
3265,1550,0,0,0,0,0,0,,
3266,1023,0,0,0,0,0,0,,
3267,175,0,0,0,0,0,0,,
3268,1191,0,0,0,0,0,0,,
3269,194,0,0,0,0,0,0,,
3270,1377,0,0,0,0,0,0,,
3271,980,0,0,0,0,0,0,,
3272,1629,0,0,0,0,0,0,,
3273,790,0,0,0,0,0,0,,
3274,873,0,0,0,0,0,0,,
3275,1403,0,0,0,0,0,0,,
3276,779,0,0,0,0,0,0,,
3277,1622,0,0,0,0,0,0,,
3278,28,0,0,0,0,0,0,,
3279,94,0,0,0,0,0,0,,
3280,992,0,0,0,0,0,0,,
3281,1697,0,0,0,0,0,0,,
3282,1571,0,0,0,0,0,0,,
3283,897,0,0,0,0,0,0,,
3284,507,0,0,0,0,0,0,,
3285,1873,0,0,0,0,0,0,,
3286,102,0,0,0,0,0,0,,
3287,1487,0,0,0,0,0,0,,
3288,22,0,0,0,0,0,0,,
3289,1569,0,0,0,0,0,0,,
3290,827,0,0,0,0,0,0,,
3291,784,0,0,0,0,0,0,,
3292,1579,0,0,0,0,0,0,,
3293,802,0,0,0,0,0,0,,
3294,655,0,0,0,0,0,0,,
3295,722,0,0,0,0,0,0,,
3296,523,0,0,0,0,0,0,,
3297,313,0,0,0,0,0,0,,
3298,1251,0,0,0,0,0,0,,
3299,427,0,0,0,0,0,0,,
3300,237,0,0,0,0,0,0,,
3301,1929,0,0,0,0,0,0,,
3302,1759,0,0,0,0,0,0,,
3303,1623,0,0,0,0,0,0,,
3304,1591,0,0,0,0,0,0,,
3305,577,0,0,0,0,0,0,,
3306,1331,0,0,0,0,0,0,,
3307,99,0,0,0,0,0,0,,
3308,614,0,0,0,0,0,0,,
3309,1983,0,0,0,0,0,0,,
3310,1232,0,0,0,0,0,0,,
3311,1836,0,0,0,0,0,0,,
3312,95,0,0,0,0,0,0,,
3313,1354,0,0,0,0,0,0,,
3314,825,0,0,0,0,0,0,,
3315,1460,0,0,0,0,0,0,,
3316,212,0,0,0,0,0,0,,
3317,730,0,0,0,0,0,0,,
3318,1339,0,0,0,0,0,0,,
3319,929,0,0,0,0,0,0,,
3320,1564,0,0,0,0,0,0,,
3321,1305,0,0,0,0,0,0,,
3322,372,0,0,0,0,0,0,,
3323,404,0,0,0,0,0,0,,
3324,1599,0,0,0,0,0,0,,
3325,1198,0,0,0,0,0,0,,
3326,991,0,0,0,0,0,0,,
3327,1828,0,0,0,0,0,0,,
3328,990,0,0,0,0,0,0,,
3329,1538,0,0,0,0,0,0,,
3330,1971,0,0,0,0,0,0,,
3331,1790,0,0,0,0,0,0,,
3332,1803,0,0,0,0,0,0,,
3333,1985,0,0,0,0,0,0,,
3334,1078,0,0,0,0,0,0,,
3335,786,0,0,0,0,0,0,,
3336,314,0,0,0,0,0,0,,
3337,324,0,0,0,0,0,0,,
3338,675,0,0,0,0,0,0,,
3339,1438,0,0,0,0,0,0,,
3340,1980,0,0,0,0,0,0,,
3341,1650,0,0,0,0,0,0,,
3342,119,0,0,0,0,0,0,,
3343,1137,0,0,0,0,0,0,,
3344,379,0,0,0,0,0,0,,
3345,1903,0,0,0,0,0,0,,
3346,456,0,0,0,0,0,0,,
3347,246,0,0,0,0,0,0,,
3348,236,0,0,0,0,0,0,,
3349,543,0,0,0,0,0,0,,
3350,739,0,0,0,0,0,0,,
3351,442,0,0,0,0,0,0,,
3352,279,0,0,0,0,0,0,,
3353,1882,0,0,0,0,0,0,,
3354,676,0,0,0,0,0,0,,
3355,204,0,0,0,0,0,0,,
3356,1918,0,0,0,0,0,0,,
3357,1368,0,0,0,0,0,0,,
3358,438,0,0,0,0,0,0,,
3359,979,0,0,0,0,0,0,,
3360,79,0,0,0,0,0,0,,
3361,170,0,0,0,0,0,0,,
3362,191,0,0,0,0,0,0,,
3363,1981,0,0,0,0,0,0,,
3364,854,0,0,0,0,0,0,,
3365,1237,0,0,0,0,0,0,,
3366,774,0,0,0,0,0,0,,
3367,305,0,0,0,0,0,0,,
3368,420,0,0,0,0,0,0,,
3369,1400,0,0,0,0,0,0,,
3370,355,0,0,0,0,0,0,,
3371,168,0,0,0,0,0,0,,
3372,780,0,0,0,0,0,0,,
3373,1043,0,0,0,0,0,0,,
3374,136,0,0,0,0,0,0,,
3375,1381,0,0,0,0,0,0,,
3376,1823,0,0,0,0,0,0,,
3377,262,0,0,0,0,0,0,,
3378,345,0,0,0,0,0,0,,
3379,1077,0,0,0,0,0,0,,
3380,1782,0,0,0,0,0,0,,
3381,91,0,0,0,0,0,0,,
3382,1592,0,0,0,0,0,0,,
3383,859,0,0,0,0,0,0,,
3384,1259,0,0,0,0,0,0,,
3385,1699,0,0,0,0,0,0,,
3386,316,0,0,0,0,0,0,,
3387,1090,0,0,0,0,0,0,,
3388,1926,0,0,0,0,0,0,,
3389,536,0,0,0,0,0,0,,
3390,684,0,0,0,0,0,0,,
3391,567,0,0,0,0,0,0,,
3392,1098,0,0,0,0,0,0,,
3393,301,0,0,0,0,0,0,,
3394,208,0,0,0,0,0,0,,
3395,549,0,0,0,0,0,0,,
3396,1454,0,0,0,0,0,0,,
3397,481,0,0,0,0,0,0,,
3398,1567,0,0,0,0,0,0,,
3399,229,0,0,0,0,0,0,,
3400,1910,0,0,0,0,0,0,,
3401,863,0,0,0,0,0,0,,
3402,870,0,0,0,0,0,0,,
3403,904,0,0,0,0,0,0,,
3404,663,0,0,0,0,0,0,,
3405,500,0,0,0,0,0,0,,
3406,662,0,0,0,0,0,0,,
3407,153,0,0,0,0,0,0,,
3408,1211,0,0,0,0,0,0,,
3409,298,0,0,0,0,0,0,,
3410,887,0,0,0,0,0,0,,
3411,998,0,0,0,0,0,0,,
3412,396,0,0,0,0,0,0,,
3413,976,0,0,0,0,0,0,,
3414,340,0,0,0,0,0,0,,
3415,1628,0,0,0,0,0,0,,
3416,1816,0,0,0,0,0,0,,
3417,885,0,0,0,0,0,0,,
3418,692,0,0,0,0,0,0,,
3419,342,0,0,0,0,0,0,,
3420,210,0,0,0,0,0,0,,
3421,1742,0,0,0,0,0,0,,
3422,695,0,0,0,0,0,0,,
3423,842,0,0,0,0,0,0,,
3424,559,0,0,0,0,0,0,,
3425,1597,0,0,0,0,0,0,,
3426,471,0,0,0,0,0,0,,
3427,1785,0,0,0,0,0,0,,
3428,1115,0,0,0,0,0,0,,
3429,1186,0,0,0,0,0,0,,
3430,1110,0,0,0,0,0,0,,
3431,1946,0,0,0,0,0,0,,
3432,1631,0,0,0,0,0,0,,
3433,731,0,0,0,0,0,0,,
3434,1029,0,0,0,0,0,0,,
3435,1432,0,0,0,0,0,0,,
3436,673,0,0,0,0,0,0,,
3437,244,0,0,0,0,0,0,,
3438,42,0,0,0,0,0,0,,
3439,933,0,0,0,0,0,0,,
3440,830,0,0,0,0,0,0,,
3441,1482,0,0,0,0,0,0,,
3442,1529,0,0,0,0,0,0,,
3443,434,0,0,0,0,0,0,,
3444,180,0,0,0,0,0,0,,
3445,1779,0,0,0,0,0,0,,
3446,797,0,0,0,0,0,0,,
3447,1541,0,0,0,0,0,0,,
3448,791,0,0,0,0,0,0,,
3449,1411,0,0,0,0,0,0,,
3450,1787,0,0,0,0,0,0,,
3451,1935,0,0,0,0,0,0,,
3452,1625,0,0,0,0,0,0,,
3453,189,0,0,0,0,0,0,,
3454,726,0,0,0,0,0,0,,
3455,1691,0,0,0,0,0,0,,
3456,1977,0,0,0,0,0,0,,
3457,1395,0,0,0,0,0,0,,
3458,1915,0,0,0,0,0,0,,
3459,1108,0,0,0,0,0,0,,
3460,529,0,0,0,0,0,0,,
3461,1936,0,0,0,0,0,0,,
3462,488,0,0,0,0,0,0,,
3463,1342,0,0,0,0,0,0,,
3464,302,0,0,0,0,0,0,,
3465,403,0,0,0,0,0,0,,
3466,946,0,0,0,0,0,0,,
3467,514,0,0,0,0,0,0,,
3468,454,0,0,0,0,0,0,,
3469,581,0,0,0,0,0,0,,
3470,336,0,0,0,0,0,0,,
3471,1073,0,0,0,0,0,0,,
3472,1174,0,0,0,0,0,0,,
3473,1862,0,0,0,0,0,0,,
3474,649,0,0,0,0,0,0,,
3475,531,0,0,0,0,0,0,,
3476,1766,0,0,0,0,0,0,,
3477,565,0,0,0,0,0,0,,
3478,1497,0,0,0,0,0,0,,
3479,1799,0,0,0,0,0,0,,
3480,796,0,0,0,0,0,0,,
3481,721,0,0,0,0,0,0,,
3482,326,0,0,0,0,0,0,,
3483,1663,0,0,0,0,0,0,,
3484,388,0,0,0,0,0,0,,
3485,1806,0,0,0,0,0,0,,
3486,1502,0,0,0,0,0,0,,
3487,555,0,0,0,0,0,0,,
3488,1030,0,0,0,0,0,0,,
3489,1265,0,0,0,0,0,0,,
3490,1916,0,0,0,0,0,0,,
3491,659,0,0,0,0,0,0,,
3492,114,0,0,0,0,0,0,,
3493,1000,0,0,0,0,0,0,,
3494,918,0,0,0,0,0,0,,
3495,747,0,0,0,0,0,0,,
3496,20,0,0,0,0,0,0,,
3497,499,0,0,0,0,0,0,,
3498,292,0,0,0,0,0,0,,
3499,1131,0,0,0,0,0,0,,
3500,1051,0,0,0,0,0,0,,
3501,566,0,0,0,0,0,0,,
3502,1218,0,0,0,0,0,0,,
3503,836,0,0,0,0,0,0,,
3504,783,0,0,0,0,0,0,,
3505,811,0,0,0,0,0,0,,
3506,1430,0,0,0,0,0,0,,
3507,416,0,0,0,0,0,0,,
3508,1299,0,0,0,0,0,0,,
3509,503,0,0,0,0,0,0,,
3510,1536,0,0,0,0,0,0,,
3511,1148,0,0,0,0,0,0,,
3512,1957,0,0,0,0,0,0,,
3513,853,0,0,0,0,0,0,,
3514,1677,0,0,0,0,0,0,,
3515,810,0,0,0,0,0,0,,
3516,1714,0,0,0,0,0,0,,
3517,1727,0,0,0,0,0,0,,
3518,757,0,0,0,0,0,0,,
3519,999,0,0,0,0,0,0,,
3520,837,0,0,0,0,0,0,,
3521,1123,0,0,0,0,0,0,,
3522,1683,0,0,0,0,0,0,,
3523,1302,0,0,0,0,0,0,,
3524,1421,0,0,0,0,0,0,,
3525,1551,0,0,0,0,0,0,,
3526,1596,0,0,0,0,0,0,,
3527,1443,0,0,0,0,0,0,,
3528,905,0,0,0,0,0,0,,
3529,770,0,0,0,0,0,0,,
3530,1468,0,0,0,0,0,0,,
3531,461,0,0,0,0,0,0,,
3532,1264,0,0,0,0,0,0,,
3533,1351,0,0,0,0,0,0,,
3534,1154,0,0,0,0,0,0,,
3535,332,0,0,0,0,0,0,,
3536,995,0,0,0,0,0,0,,
3537,1140,0,0,0,0,0,0,,
3538,1201,0,0,0,0,0,0,,
3539,1049,0,0,0,0,0,0,,
3540,1175,0,0,0,0,0,0,,
3541,678,0,0,0,0,0,0,,
3542,908,0,0,0,0,0,0,,
3543,1233,0,0,0,0,0,0,,
3544,64,0,0,0,0,0,0,,
3545,1470,0,0,0,0,0,0,,
3546,613,0,0,0,0,0,0,,
3547,1396,0,0,0,0,0,0,,
3548,1465,0,0,0,0,0,0,,
3549,439,0,0,0,0,0,0,,
3550,1526,0,0,0,0,0,0,,
3551,1751,0,0,0,0,0,0,,
3552,165,0,0,0,0,0,0,,
3553,1948,0,0,0,0,0,0,,
3554,1512,0,0,0,0,0,0,,
3555,902,0,0,0,0,0,0,,
3556,309,0,0,0,0,0,0,,
3557,994,0,0,0,0,0,0,,
3558,1684,0,0,0,0,0,0,,
3559,1397,0,0,0,0,0,0,,
3560,1104,0,0,0,0,0,0,,
3561,1690,0,0,0,0,0,0,,
3562,1750,0,0,0,0,0,0,,
3563,1648,0,0,0,0,0,0,,
3564,1729,0,0,0,0,0,0,,
3565,1768,0,0,0,0,0,0,,
3566,644,0,0,0,0,0,0,,
3567,1849,0,0,0,0,0,0,,
3568,755,0,0,0,0,0,0,,
3569,964,0,0,0,0,0,0,,
3570,1475,0,0,0,0,0,0,,
3571,1394,0,0,0,0,0,0,,
3572,1611,0,0,0,0,0,0,,
3573,605,0,0,0,0,0,0,,
3574,858,0,0,0,0,0,0,,
3575,184,0,0,0,0,0,0,,
3576,708,0,0,0,0,0,0,,
3577,1151,0,0,0,0,0,0,,
